"INSTRUMENTID","EXCHANGEID","INSTRUMENTNAME","PRODUCTID","PRODUCTCLASS","MAXLIMITORDERVOLUME","MINLIMITORDERVOLUME","VOLUMEMULTIPLE","PRICETICK","OPENDATE","EXPIREDATE","UNDERLYINGINSTRID","UNDERLYINGMULTIPLE"
"ag2104","SHFE","白银2104","ag","1",500,1,15,1,"20200416","20210415","ag",null
"nr2104","INE","20号胶2104","nr","1",500,1,10,5,"20200416","20210415","nr",1
"au2007","SHFE","黄金2007","au","1",500,3,1000,0.02,"20200416","20200715","au",1
"p2104","DCE","棕榈油2104","p","1",1000,1,10,2,"20200416","20210416",null,null
"l2104","DCE","线型低密度聚乙烯2104","l","1",1000,1,5,5,"20200416","20210416",null,null
"wr2104","SHFE","线材2104","wr","1",500,1,10,1,"20200416","20210415","wr",null
"ss2104","SHFE","不锈钢2104","ss","1",500,1,5,5,"20200416","20210415","ss",1
"v2104","DCE","聚氯乙烯2104","v","1",1000,1,5,5,"20200416","20210416",null,null
"CY104","CZCE","棉纱104","CY","1",1000,1,5,5,"20200416","20210414",null,1
"SA104","CZCE","纯碱104","SA","1",1000,1,20,1,"20200416","20210414",null,1
"TA104","CZCE","精对苯二甲酸104","TA","1",1000,1,5,2,"20200416","20210414",null,null
"TA009C3500","CZCE","PTA009买权","TAC","2",100,1,5,0.5,"20200319","20200805","TA009",1
"TA009P3450","CZCE","PTA009卖权","TAP","2",100,1,5,0.5,"20200319","20200805","TA009",1
"TA009P3500","CZCE","PTA009卖权","TAP","2",100,1,5,0.5,"20200319","20200805","TA009",1
"TA011C3500","CZCE","PTA011买权","TAC","2",100,1,5,0.5,"20200319","20201013","TA011",1
"TA011C3550","CZCE","PTA011买权","TAC","2",100,1,5,0.5,"20200319","20201013","TA011",1
"TA011P3500","CZCE","PTA011卖权","TAP","2",100,1,5,0.5,"20200319","20201013","TA011",1
"TA011P3550","CZCE","PTA011卖权","TAP","2",100,1,5,0.5,"20200319","20201013","TA011",1
"TA101C3600","CZCE","PTA101买权","TAC","2",100,1,5,0.5,"20200319","20201203","TA101",1
"TA101P3600","CZCE","PTA101卖权","TAP","2",100,1,5,0.5,"20200319","20201203","TA101",1
"IO2003-C-3250","CFFEX","IO2003-C-3250","IO","6",20,1,100,0.2,"20200319","20200320","IO2003",1
"IO2003-P-3250","CFFEX","IO2003-P-3250","IO","6",20,1,100,0.2,"20200319","20200320","IO2003",1
"IO2004-C-3250","CFFEX","IO2004-C-3250","IO","6",20,1,100,0.2,"20200319","20200417","IO2004",1
"IO2004-P-3250","CFFEX","IO2004-P-3250","IO","6",20,1,100,0.2,"20200319","20200417","IO2004",1
"IO2005-C-3250","CFFEX","IO2005-C-3250","IO","6",20,1,100,0.2,"20200319","20200515","IO2005",1
"IO2005-P-3250","CFFEX","IO2005-P-3250","IO","6",20,1,100,0.2,"20200319","20200515","IO2005",1
"IO2006-C-3200","CFFEX","IO2006-C-3200","IO","6",20,1,100,0.2,"20200319","20200619","IO2006",1
"IO2006-P-3200","CFFEX","IO2006-P-3200","IO","6",20,1,100,0.2,"20200319","20200619","IO2006",1
"IO2009-C-3200","CFFEX","IO2009-C-3200","IO","6",20,1,100,0.2,"20200319","20200918","IO2009",1
"IO2009-P-3200","CFFEX","IO2009-P-3200","IO","6",20,1,100,0.2,"20200319","20200918","IO2009",1
"IO2012-C-3200","CFFEX","IO2012-C-3200","IO","6",20,1,100,0.2,"20200319","20201218","IO2012",1
"IO2012-P-3200","CFFEX","IO2012-P-3200","IO","6",20,1,100,0.2,"20200319","20201218","IO2012",1
"cu2004C37500","SHFE","cu2004C37500","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2004C38000","SHFE","cu2004C38000","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2004C38500","SHFE","cu2004C38500","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2004C39000","SHFE","cu2004C39000","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"TA101P3400","CZCE","PTA101卖权","TAP","2",100,1,5,0.5,"20200320","20201203","TA101",1
"TA101P3450","CZCE","PTA101卖权","TAP","2",100,1,5,0.5,"20200320","20201203","TA101",1
"TA101P3500","CZCE","PTA101卖权","TAP","2",100,1,5,0.5,"20200320","20201203","TA101",1
"TA101P3550","CZCE","PTA101卖权","TAP","2",100,1,5,0.5,"20200320","20201203","TA101",1
"IO2003-C-3200","CFFEX","IO2003-C-3200","IO","6",20,1,100,0.2,"20200320","20200320","IO2003",1
"IO2003-P-3200","CFFEX","IO2003-P-3200","IO","6",20,1,100,0.2,"20200320","20200320","IO2003",1
"IO2004-C-3200","CFFEX","IO2004-C-3200","IO","6",20,1,100,0.2,"20200320","20200417","IO2004",1
"IO2004-P-3200","CFFEX","IO2004-P-3200","IO","6",20,1,100,0.2,"20200320","20200417","IO2004",1
"IO2005-C-3200","CFFEX","IO2005-C-3200","IO","6",20,1,100,0.2,"20200320","20200515","IO2005",1
"IO2005-P-3200","CFFEX","IO2005-P-3200","IO","6",20,1,100,0.2,"20200320","20200515","IO2005",1
"au2012C304","SHFE","au2012C304","au_o","2",100,1,1000,0.02,"20200320","20201124","au2012",1
"au2012P304","SHFE","au2012P304","au_o","2",100,1,1000,0.02,"20200320","20201124","au2012",1
"cu2004C33500","SHFE","cu2004C33500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C34000","SHFE","cu2004C34000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C34500","SHFE","cu2004C34500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C35000","SHFE","cu2004C35000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C35500","SHFE","cu2004C35500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C36000","SHFE","cu2004C36000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C36500","SHFE","cu2004C36500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004C37000","SHFE","cu2004C37000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P33500","SHFE","cu2004P33500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P34000","SHFE","cu2004P34000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P34500","SHFE","cu2004P34500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P35000","SHFE","cu2004P35000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P35500","SHFE","cu2004P35500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"i2008-P-800","DCE","i2008-P-800","i_o","2",1000,1,100,0.1,"20200519","20200707","i2008",1
"i2009-C-750","DCE","i2009-C-750","i_o","2",1000,1,100,0.1,"20200519","20200807","i2009",1
"i2009-C-760","DCE","i2009-C-760","i_o","2",1000,1,100,0.1,"20200519","20200807","i2009",1
"i2009-C-770","DCE","i2009-C-770","i_o","2",1000,1,100,0.1,"20200519","20200807","i2009",1
"i2009-P-750","DCE","i2009-P-750","i_o","2",1000,1,100,0.1,"20200519","20200807","i2009",1
"i2009-P-760","DCE","i2009-P-760","i_o","2",1000,1,100,0.1,"20200519","20200807","i2009",1
"i2009-P-770","DCE","i2009-P-770","i_o","2",1000,1,100,0.1,"20200519","20200807","i2009",1
"i2010-C-730","DCE","i2010-C-730","i_o","2",1000,1,100,0.1,"20200519","20200907","i2010",1
"i2010-C-740","DCE","i2010-C-740","i_o","2",1000,1,100,0.1,"20200519","20200907","i2010",1
"i2010-C-750","DCE","i2010-C-750","i_o","2",1000,1,100,0.1,"20200519","20200907","i2010",1
"i2010-P-730","DCE","i2010-P-730","i_o","2",1000,1,100,0.1,"20200519","20200907","i2010",1
"i2010-P-740","DCE","i2010-P-740","i_o","2",1000,1,100,0.1,"20200519","20200907","i2010",1
"i2010-P-750","DCE","i2010-P-750","i_o","2",1000,1,100,0.1,"20200519","20200907","i2010",1
"i2011-C-720","DCE","i2011-C-720","i_o","2",1000,1,100,0.1,"20200519","20201015","i2011",1
"i2011-C-730","DCE","i2011-C-730","i_o","2",1000,1,100,0.1,"20200519","20201015","i2011",1
"i2011-P-720","DCE","i2011-P-720","i_o","2",1000,1,100,0.1,"20200519","20201015","i2011",1
"i2011-P-730","DCE","i2011-P-730","i_o","2",1000,1,100,0.1,"20200519","20201015","i2011",1
"i2012-C-700","DCE","i2012-C-700","i_o","2",1000,1,100,0.1,"20200519","20201106","i2012",1
"i2012-C-710","DCE","i2012-C-710","i_o","2",1000,1,100,0.1,"20200519","20201106","i2012",1
"i2012-C-720","DCE","i2012-C-720","i_o","2",1000,1,100,0.1,"20200519","20201106","i2012",1
"i2012-P-700","DCE","i2012-P-700","i_o","2",1000,1,100,0.1,"20200519","20201106","i2012",1
"i2012-P-710","DCE","i2012-P-710","i_o","2",1000,1,100,0.1,"20200519","20201106","i2012",1
"i2012-P-720","DCE","i2012-P-720","i_o","2",1000,1,100,0.1,"20200519","20201106","i2012",1
"i2101-C-690","DCE","i2101-C-690","i_o","2",1000,1,100,0.1,"20200519","20201207","i2101",1
"i2101-C-700","DCE","i2101-C-700","i_o","2",1000,1,100,0.1,"20200519","20201207","i2101",1
"i2104","DCE","铁矿石2104","i","1",1000,1,100,0.5,"20200416","20210416",null,1
"ru2104","SHFE","天然橡胶2104","ru","1",500,1,10,5,"20200416","20210415","ru",null
"bu2010","SHFE","石油沥青2010","bu","1",500,1,10,2,"20200416","20201015","bu",null
"ni2104","SHFE","镍2104","ni","1",500,1,1,10,"20200416","20210415","ni",1
"sn2104","SHFE","锡2104","sn","1",500,1,1,10,"20200416","20210415","sn",1
"sp2104","SHFE","漂针浆2104","sp","1",500,1,10,2,"20200416","20210415","sp",1
"au2007C324","SHFE","au2007C324","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C328","SHFE","au2007C328","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C332","SHFE","au2007C332","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C336","SHFE","au2007C336","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C340","SHFE","au2007C340","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C344","SHFE","au2007C344","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C348","SHFE","au2007C348","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C352","SHFE","au2007C352","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C356","SHFE","au2007C356","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C360","SHFE","au2007C360","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C364","SHFE","au2007C364","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C368","SHFE","au2007C368","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C372","SHFE","au2007C372","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C376","SHFE","au2007C376","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C380","SHFE","au2007C380","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C384","SHFE","au2007C384","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C388","SHFE","au2007C388","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C392","SHFE","au2007C392","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C396","SHFE","au2007C396","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C400","SHFE","au2007C400","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"cu2004P37500","SHFE","cu2004P37500","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2004P38000","SHFE","cu2004P38000","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2004P38500","SHFE","cu2004P38500","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2004P39000","SHFE","cu2004P39000","cu_o","2",100,1,5,1,"20200319","20200325","cu2004",1
"cu2005C37500","SHFE","cu2005C37500","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005C38000","SHFE","cu2005C38000","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005C38500","SHFE","cu2005C38500","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005C39000","SHFE","cu2005C39000","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005P37500","SHFE","cu2005P37500","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005P38000","SHFE","cu2005P38000","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005P38500","SHFE","cu2005P38500","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2005P39000","SHFE","cu2005P39000","cu_o","2",100,1,5,1,"20200319","20200424","cu2005",1
"cu2006C37500","SHFE","cu2006C37500","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006C38000","SHFE","cu2006C38000","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006C38500","SHFE","cu2006C38500","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006C39000","SHFE","cu2006C39000","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006C39500","SHFE","cu2006C39500","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006P37500","SHFE","cu2006P37500","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006P38000","SHFE","cu2006P38000","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006P38500","SHFE","cu2006P38500","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006P39000","SHFE","cu2006P39000","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2006P39500","SHFE","cu2006P39500","cu_o","2",100,1,5,1,"20200319","20200525","cu2006",1
"cu2007C37500","SHFE","cu2007C37500","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007C38000","SHFE","cu2007C38000","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007C38500","SHFE","cu2007C38500","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2004P36000","SHFE","cu2004P36000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P36500","SHFE","cu2004P36500","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2004P37000","SHFE","cu2004P37000","cu_o","2",100,1,5,1,"20200320","20200325","cu2004",1
"cu2005C33500","SHFE","cu2005C33500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C34000","SHFE","cu2005C34000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C34500","SHFE","cu2005C34500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C35000","SHFE","cu2005C35000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C35500","SHFE","cu2005C35500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C36000","SHFE","cu2005C36000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C36500","SHFE","cu2005C36500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005C37000","SHFE","cu2005C37000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P33500","SHFE","cu2005P33500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P34000","SHFE","cu2005P34000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P34500","SHFE","cu2005P34500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P35000","SHFE","cu2005P35000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P35500","SHFE","cu2005P35500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P36000","SHFE","cu2005P36000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P36500","SHFE","cu2005P36500","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2005P37000","SHFE","cu2005P37000","cu_o","2",100,1,5,1,"20200320","20200424","cu2005",1
"cu2006C33500","SHFE","cu2006C33500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006C34000","SHFE","cu2006C34000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006C34500","SHFE","cu2006C34500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006C35000","SHFE","cu2006C35000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006C35500","SHFE","cu2006C35500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006C36000","SHFE","cu2006C36000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"i2101-P-690","DCE","i2101-P-690","i_o","2",1000,1,100,0.1,"20200519","20201207","i2101",1
"i2101-P-700","DCE","i2101-P-700","i_o","2",1000,1,100,0.1,"20200519","20201207","i2101",1
"i2102-C-680","DCE","i2102-C-680","i_o","2",1000,1,100,0.1,"20200519","20210108","i2102",1
"i2102-C-690","DCE","i2102-C-690","i_o","2",1000,1,100,0.1,"20200519","20210108","i2102",1
"i2102-P-680","DCE","i2102-P-680","i_o","2",1000,1,100,0.1,"20200519","20210108","i2102",1
"i2102-P-690","DCE","i2102-P-690","i_o","2",1000,1,100,0.1,"20200519","20210108","i2102",1
"i2103-C-670","DCE","i2103-C-670","i_o","2",1000,1,100,0.1,"20200519","20210205","i2103",1
"i2103-C-680","DCE","i2103-C-680","i_o","2",1000,1,100,0.1,"20200519","20210205","i2103",1
"i2103-P-670","DCE","i2103-P-670","i_o","2",1000,1,100,0.1,"20200519","20210205","i2103",1
"i2103-P-680","DCE","i2103-P-680","i_o","2",1000,1,100,0.1,"20200519","20210205","i2103",1
"i2104-C-660","DCE","i2104-C-660","i_o","2",1000,1,100,0.1,"20200519","20210305","i2104",1
"i2104-C-670","DCE","i2104-C-670","i_o","2",1000,1,100,0.1,"20200519","20210305","i2104",1
"i2104-P-660","DCE","i2104-P-660","i_o","2",1000,1,100,0.1,"20200519","20210305","i2104",1
"i2104-P-670","DCE","i2104-P-670","i_o","2",1000,1,100,0.1,"20200519","20210305","i2104",1
"MA104C1750","CZCE","甲醇104买权","MAC","2",100,1,10,0.5,"20200519","20210303","MA104",1
"MA104P1750","CZCE","甲醇104卖权","MAP","2",100,1,10,0.5,"20200519","20210303","MA104",1
"TA103C4100","CZCE","PTA103买权","TAC","2",100,1,5,0.5,"20200519","20210203","TA103",1
"TA103P4100","CZCE","PTA103卖权","TAP","2",100,1,5,0.5,"20200519","20210203","TA103",1
"au2012C440","SHFE","au2012C440","au_o","2",100,1,1000,0.02,"20200519","20201124","au2012",1
"au2012P440","SHFE","au2012P440","au_o","2",100,1,1000,0.02,"20200519","20201124","au2012",1
"au2102C440","SHFE","au2102C440","au_o","2",100,1,1000,0.02,"20200519","20210125","au2102",1
"au2102P440","SHFE","au2102P440","au_o","2",100,1,1000,0.02,"20200519","20210125","au2102",1
"au2104C440","SHFE","au2104C440","au_o","2",100,1,1000,0.02,"20200519","20210325","au2104",1
"au2104P440","SHFE","au2104P440","au_o","2",100,1,1000,0.02,"20200519","20210325","au2104",1
"fb2105","DCE","纤维板2105","fb","1",1000,1,10,0.5,"20200520","20210519",null,1
"TA105","CZCE","精对苯二甲酸105","TA","1",1000,1,5,2,"20200520","20210514",null,null
"au2007C408","SHFE","au2007C408","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C416","SHFE","au2007C416","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C424","SHFE","au2007C424","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C432","SHFE","au2007C432","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C440","SHFE","au2007C440","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007C448","SHFE","au2007C448","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P308","SHFE","au2007P308","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P312","SHFE","au2007P312","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P316","SHFE","au2007P316","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P320","SHFE","au2007P320","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P324","SHFE","au2007P324","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P328","SHFE","au2007P328","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P332","SHFE","au2007P332","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P336","SHFE","au2007P336","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P340","SHFE","au2007P340","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P344","SHFE","au2007P344","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P348","SHFE","au2007P348","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P352","SHFE","au2007P352","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P356","SHFE","au2007P356","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P360","SHFE","au2007P360","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P364","SHFE","au2007P364","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P368","SHFE","au2007P368","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P372","SHFE","au2007P372","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P376","SHFE","au2007P376","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P380","SHFE","au2007P380","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"cu2007C39000","SHFE","cu2007C39000","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007C39500","SHFE","cu2007C39500","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007P37500","SHFE","cu2007P37500","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007P38000","SHFE","cu2007P38000","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007P38500","SHFE","cu2007P38500","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007P39000","SHFE","cu2007P39000","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2007P39500","SHFE","cu2007P39500","cu_o","2",100,1,5,1,"20200319","20200622","cu2007",1
"cu2008C37500","SHFE","cu2008C37500","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008C38000","SHFE","cu2008C38000","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008C38500","SHFE","cu2008C38500","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008C39000","SHFE","cu2008C39000","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008C39500","SHFE","cu2008C39500","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008P37500","SHFE","cu2008P37500","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008P38000","SHFE","cu2008P38000","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008P38500","SHFE","cu2008P38500","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008P39000","SHFE","cu2008P39000","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2008P39500","SHFE","cu2008P39500","cu_o","2",100,1,5,1,"20200319","20200727","cu2008",1
"cu2009C37500","SHFE","cu2009C37500","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009C38000","SHFE","cu2009C38000","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009C38500","SHFE","cu2009C38500","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009C39000","SHFE","cu2009C39000","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009C39500","SHFE","cu2009C39500","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009P37500","SHFE","cu2009P37500","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009P38000","SHFE","cu2009P38000","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009P38500","SHFE","cu2009P38500","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2006C36500","SHFE","cu2006C36500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006C37000","SHFE","cu2006C37000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P33500","SHFE","cu2006P33500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P34000","SHFE","cu2006P34000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P34500","SHFE","cu2006P34500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P35000","SHFE","cu2006P35000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P35500","SHFE","cu2006P35500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P36000","SHFE","cu2006P36000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P36500","SHFE","cu2006P36500","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2006P37000","SHFE","cu2006P37000","cu_o","2",100,1,5,1,"20200320","20200525","cu2006",1
"cu2007C33500","SHFE","cu2007C33500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C34000","SHFE","cu2007C34000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C34500","SHFE","cu2007C34500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C35000","SHFE","cu2007C35000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C35500","SHFE","cu2007C35500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C36000","SHFE","cu2007C36000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C36500","SHFE","cu2007C36500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007C37000","SHFE","cu2007C37000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P33500","SHFE","cu2007P33500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P34000","SHFE","cu2007P34000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P34500","SHFE","cu2007P34500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P35000","SHFE","cu2007P35000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P35500","SHFE","cu2007P35500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P36000","SHFE","cu2007P36000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2007P36500","SHFE","cu2007P36500","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"CF105","CZCE","一号棉花105","CF","1",1000,1,5,5,"20200520","20210514",null,null
"bb2105","DCE","细木工板2105","bb","1",1000,1,500,0.05,"20200520","20210519",null,null
"OI105","CZCE","菜籽油105","OI","1",1000,1,10,1,"20200520","20210514",null,1
